smiles,pka__fraction_neutral,pka__logd_estimate,pka__most_acidic_pka,pka__most_basic_pka,pka__num_acidic_sites,pka__num_basic_sites,pka__num_ionizable_sites,rdkit__ExactMolWt,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__HeavyAtomMolWt,rdkit__LabuteASA,rdkit__MaxAbsPartialCharge,rdkit__MaxPartialCharge,rdkit__MinAbsPartialCharge,rdkit__MinPartialCharge,rdkit__MolLogP,rdkit__MolWt,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__TPSA,rdkit__qed
CC(=O)N(O)c1ccc2ccc3cccc4ccc1c2c34,0.9156,4.2878,8.4372,3.9424,1,1,2,275.09462865600005,0.0555555555555555,21.0,262.203,120.85493384555252,0.2809159466756397,0.2470782286628964,0.2470782286628964,-0.2809159466756397,4.326100000000002,275.307,1.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,40.540000000000006,0.3189942973288989
O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,1.0,4.4922,,,0,0,0,247.063328528,0.0,19.0,238.18099999999995,108.10839731733796,0.2773537152464759,0.2773537152464759,0.2582900529922146,-0.2582900529922146,4.492200000000002,247.253,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,43.14,0.2823032562862459
Nc1ccc2ccc3cccc4ccc1c2c34,0.9991,4.1658,13.7062,4.3433,2,1,3,217.089149352,0.0,17.0,206.183,98.79531229185086,0.398224978765354,0.0393876869103704,0.0393876869103704,-0.398224978765354,4.166200000000002,217.271,2.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,26.02,0.3470341741319264
CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,1.0,4.6471,,,0,0,0,274.099379688,0.1052631578947368,21.0,260.20699999999994,121.82531526757865,0.4609798732503902,0.3024610718260249,0.3024610718260249,-0.4609798732503902,4.647100000000003,274.3190000000001,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,26.3,0.3927396928654263
CC(=O)Nc1cc(O)c2ccc3cccc4ccc1c2c34,0.9861,4.2419,9.2616,3.939,2,1,3,275.09462865600005,0.0555555555555555,21.0,262.203,120.6909238594792,0.5072293184668073,0.220766652857769,0.220766652857769,-0.5072293184668073,4.248000000000001,275.307,2.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,49.33,0.5101656163816406
O=Nc1ccc2ccc3cccc4ccc1c2c34,1.0,4.9819,,,0,0,0,231.068413908,0.0,18.0,222.182,103.15015357906864,0.1447771614702949,0.1153834847303523,0.1153834847303523,-0.1447771614702949,4.981900000000003,231.254,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,29.43,0.3352253938220098
Nc1cc2ccc3cccc4ccc(c1)c2c34,0.9987,4.1656,13.7226,4.5099,2,1,3,217.089149352,0.0,17.0,206.183,98.79531229185086,0.3986934919930778,0.0325955199887773,0.0325955199887773,-0.3986934919930778,4.166200000000002,217.271,2.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,26.02,0.3470341741319264
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1O)c2c34,0.2107,3.5215,6.8265,,1,0,1,263.05824314800003,0.0,20.0,254.17999999999995,112.90263106953395,0.5016598921358194,0.3114780870171673,0.3114780870171673,-0.5016598921358194,4.197800000000002,263.252,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,63.370000000000005,0.3178220983140643
O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34,1.0,4.4004,,,0,0,0,292.048406736,0.0,22.0,284.18600000000004,122.76137303983776,0.2701673842740718,0.2701673842740718,0.2583090166618761,-0.2583090166618761,4.400400000000002,292.25,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,86.28,0.3110414105679128
C/C=C1/C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23,1.0,0.1778,11.9901,,2,0,2,367.16310214,0.6666666666666666,26.0,342.1980000000001,151.4032470195817,0.6320298434109778,0.3406917538916964,0.3406917538916964,-0.6320298434109778,0.1777999999999997,367.39800000000014,2.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,8.0,1.0,0.0,2.0,2.0,3.0,116.12,0.2231900257823571
CCn1c(N)nc2c3nc(C)cnc3ccc21,0.9943,1.8876,,5.1546,0,5,5,227.117095416,0.25,17.0,214.167,98.30752507361908,0.3691939391236401,0.2007736573559314,0.2007736573559314,-0.3691939391236401,1.89002,227.271,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,69.62,0.6888271777253476
Cc1cnc2cc(C)c3c(nc(N)n3C)c2n1,0.9908,1.7115,,5.3675,0,5,5,227.117095416,0.25,17.0,214.167,98.30752507361906,0.3692021711697962,0.2005240597086276,0.2005240597086276,-0.3692021711697962,1.7155399999999998,227.271,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.6344439144723895
Cc1nc2cc(C)c3c(nc(N)n3C)c2nc1C,0.9886,2.019,,5.4623,0,5,5,241.13274548,0.3076923076923077,18.0,226.178,104.67246718801567,0.3692021711697769,0.2005240597211706,0.2005240597211706,-0.3692021711697769,2.02396,241.298,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.6534106863674991
Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,0.994,0.8968,12.869,5.1818,1,5,6,243.112010036,0.25,18.0,230.166,103.10175882581504,0.3915965890074441,0.2005252963051572,0.2005252963051572,-0.3915965890074441,0.8994199999999999,243.27,3.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,89.85000000000001,0.6623737367328514
Cc1cnc2ccc3c(nc(NO)n3C)c2n1,0.9773,1.6161,9.4026,5.5182,1,5,6,229.096359972,0.1818181818181818,17.0,218.155,96.90082669749177,0.3115663969837411,0.2274611958987872,0.2274611958987872,-0.3115663969837411,1.6260199999999994,229.243,2.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,75.86000000000001,0.6200562116312643
Cc1cnc2c(C)cc3c(nc(N)n3C)c2n1,0.9941,1.713,,5.1734,0,5,5,227.117095416,0.25,17.0,214.167,98.30752507361906,0.3692022764497411,0.2005166055068221,0.2005166055068221,-0.3692022764497411,1.7155399999999998,227.271,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.6344439144723895
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,0.9995,-3.0117,12.8194,4.0504,5,2,7,244.080769484,0.625,17.0,232.111,95.43976537340616,0.3935668431003282,0.2878781797929572,0.2878781797929572,-0.3935668431003282,-3.0114999999999994,244.207,5.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,4.0,9.0,3.0,0.0,1.0,1.0,2.0,143.72000000000003,0.442842031674371
O=C1COP(=O)(N(CCCl)CCCl)OC1,0.9949,1.4878,,5.111,0,1,1,274.988099854,0.8571428571428571,15.0,263.96,98.19720103581008,0.408598880942448,0.408598880942448,0.2944324205620641,-0.2944324205620641,1.49,276.05600000000004,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,55.84,0.5621545787349946
CC1(C(=O)Nc2ccccc2)CO1,0.9996,1.4138,13.7538,3.9765,1,1,2,177.078978592,0.3,13.0,166.11499999999998,76.71026993671285,0.3594242940686739,0.2582535240795557,0.2582535240795557,-0.3594242940686739,1.414,177.20299999999995,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,41.63,0.6938519319066628
O=C1c2ccccc2C(=O)c2c1cc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c(CO)c2O,0.0731,-3.834,6.2971,,8,0,8,564.1479055759999,0.4615384615384615,40.0,536.2720000000004,225.71128860220887,0.5066292803967547,0.2287427888731129,0.2287427888731129,-0.5066292803967547,-2.6980999999999984,564.4960000000002,8.0,14.0,1.0,2.0,3.0,2.0,0.0,2.0,14.0,8.0,14.0,6.0,0.0,2.0,2.0,5.0,232.9,0.1522671625582744
Cc1c([N+](=O)[O-])cnc2c1nc1c(C)cccn12,0.9996,2.4074,,4.0283,0,2,2,242.08037556,0.1666666666666666,18.0,232.158,102.0533839596306,0.2922665889316545,0.2922665889316545,0.2838884760999656,-0.2838884760999656,2.40754,242.238,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,73.33,0.4848268864501862
Nc1cnc2c(c1)nc1ccccn12,0.946,1.4406,12.3233,6.1566,2,3,5,184.074896256,0.0,14.0,176.13799999999998,80.01041470535027,0.3974162734945229,0.1640862510344304,0.1640862510344304,-0.3974162734945229,1.4647,184.20200000000003,2.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,56.21,0.5751285017935849
O=C1CCC(=O)N1O,0.3992,-0.8742,7.2225,2.6926,1,1,2,115.02694302,0.5,8.0,110.048,45.65939633945504,0.27851195922612,0.2532985068426763,0.2532985068426763,-0.27851195922612,-0.4754,115.088,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,57.61,0.3425323761630293
c1ccc2c(c1)Cc1c(c3ccccc3c3ccccc13)C2,1.0,5.488,,,0,0,0,280.125200512,0.0909090909090909,22.0,264.242,129.5758794642954,0.0619622868087984,-0.0013685207383164,0.0013685207383164,-0.0619622868087984,5.488000000000004,280.37000000000006,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3290623022002633
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.0003,-3.1238,4.0972,7.3327,7,3,10,596.2417038719999,0.3448275862068966,42.0,560.4220000000004,246.9077762168892,0.4811623082866603,0.3054810620751548,0.3054810620751548,-0.4811623082866603,0.4479000000000054,596.7100000000003,9.0,12.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,7.0,13.0,16.0,0.0,0.0,0.0,3.0,209.5,0.1231057278102353
COc1cc2c3c(cc(C)c2c2ccccc12)C(=O)CC3,1.0,4.4389,,,0,0,0,276.115029752,0.2105263157894736,21.0,260.20699999999994,122.88867893097186,0.4960904462799043,0.1630144728331901,0.1630144728331901,-0.4960904462799043,4.438920000000003,276.33500000000004,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,26.3,0.6141629973560317
COc1cc2c(c3ccc4ccccc4c13)CCC2=O,1.0,4.1305,,,0,0,0,262.099379688,0.1666666666666666,20.0,248.196,116.52373681657524,0.4960653488907501,0.1631419448002041,0.1631419448002041,-0.4960653488907501,4.130500000000002,262.308,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,26.3,0.6162526227740005
Cc1c2c(c3ccc4ccccc4c3c1C)CCC2=O,1.0,4.7387,,,0,0,0,260.120115132,0.2105263157894736,20.0,244.208,117.77513370146497,0.2941607395622187,0.1632814149266674,0.1632814149266674,-0.2941607395622187,4.738740000000003,260.336,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,17.07,0.5335340936480253
c1cnc2c(c1)ccc1cc[nH]c12,0.9895,2.7115,13.6166,5.4273,1,2,3,168.068748256,0.0,13.0,160.13499999999996,75.22354058492817,0.3594072580780094,0.0942189708728794,0.0942189708728794,-0.3594072580780094,2.716100000000001,168.19899999999998,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,28.68,0.5489485570430717
C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,0.0193,2.6391,,9.1064,0,2,2,396.204907376,0.4782608695652174,29.0,368.26300000000015,171.00263135325625,0.5084291018112177,0.5084291018112177,0.4967429336279857,-0.4967429336279857,4.3540000000000045,396.4870000000001,0.0,6.0,0.0,3.0,3.0,1.0,1.0,2.0,6.0,0.0,6.0,6.0,0.0,3.0,3.0,5.0,60.89,0.5342571823101414
OC1c2cccc3ccc4c5ccccc5cc1c4c23,1.0,4.5413,13.4521,,1,0,1,256.088815004,0.0526315789473684,20.0,244.208,115.62974142776598,0.383612962747544,0.1053103633871238,0.1053103633871238,-0.383612962747544,4.541300000000003,256.304,1.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,20.23,0.4578155570406712
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CC(O)C4O,1.0,3.9133,12.7989,,2,0,2,331.084457896,0.1,25.0,318.22300000000007,141.46119909360291,0.3859488432477682,0.2767532689350983,0.2767532689350983,-0.3859488432477682,3.913300000000004,331.327,2.0,5.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,5.0,83.60000000000001,0.3145439536000152
CC1CCC(=O)C1=O,1.0,0.5545,,,0,0,0,112.052429496,0.6666666666666666,8.0,104.06399999999998,47.88117464637089,0.2908908021400908,0.200678168211185,0.200678168211185,-0.2908908021400908,0.5545,112.128,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,34.14,0.4287934514476529
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,0.1378,-1.6192,6.6035,,7,0,7,422.084911396,0.3157894736842105,30.0,404.1980000000002,166.73161936425643,0.5076780126441912,0.2287648204484527,0.2287648204484527,-0.5076780126441912,-0.7583,422.3420000000002,7.0,11.0,0.0,1.0,1.0,2.0,1.0,3.0,11.0,7.0,11.0,3.0,0.0,1.0,1.0,4.0,190.28,0.2073969420221387
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.0096,-1.3814,13.7877,9.412,3,1,4,309.194008344,0.6470588235294118,22.0,282.19,131.4860438940334,0.4905466186270664,0.1225012679343866,0.1225012679343866,-0.4905466186270664,0.6347999999999998,309.406,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,81.95,0.641468123492022
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,0.0,-9.5556,-3.7831,3.7778,5,2,7,582.007272396,0.0909090909090909,38.0,564.4460000000003,216.41754542382327,0.3969743709680519,0.3968813669611109,0.3968813669611109,-0.3969743709680519,1.6276000000000008,582.5900000000004,5.0,13.0,1.0,0.0,1.0,3.0,0.0,3.0,11.0,4.0,16.0,8.0,0.0,0.0,0.0,4.0,224.29999999999995,0.171336608348896
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,0.0001,-2.6624,3.1949,6.2897,7,7,14,522.0933710999999,0.25,35.0,503.1770000000004,207.63733420237853,0.4812292557834712,0.3257212006505867,0.3257212006505867,-0.4812292557834712,1.5752000000000004,523.3370000000003,7.0,13.0,0.0,0.0,0.0,1.0,2.0,3.0,10.0,5.0,15.0,9.0,0.0,0.0,0.0,3.0,210.54,0.2705719222288497
Nc1ccc(Cc2ccc(N)c(Cc3ccc(N)cc3)c2)cc1,0.9954,3.6128,13.7462,5.0678,6,3,9,303.17354767200004,0.1,23.0,282.241,136.2951478514564,0.3987285599838353,0.0349664716459313,0.0349664716459313,-0.3987285599838353,3.6148000000000016,303.409,6.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,78.06,0.6441705434314563
Fc1cnc2ccc3cccnc3c2c1,1.0,2.9221,,3.0146,0,2,2,198.059326444,0.0,15.0,191.144,85.39956354778661,0.255548280604337,0.1417055270044747,0.1417055270044747,-0.255548280604337,2.9221000000000013,198.2,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,25.78,0.5188563017582588
O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0.0007,1.3769,4.233,,2,0,2,385.874090392,0.0,21.0,382.007,139.9154281192663,0.5050076338536996,0.2136125561258635,0.2136125561258635,-0.5050076338536996,4.544200000000003,388.05500000000006,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,74.60000000000001,0.7923190907869466
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0.4908,1.6215,7.3841,,2,0,2,250.0299798,0.0,17.0,240.195,98.70236321173964,0.5079655549324401,0.2060958424946889,0.2060958424946889,-0.5079655549324401,1.9306,250.275,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,74.60000000000001,0.8536245567923201
Oc1c2ccccc2nc2ccc3c(c12)OCCO3,0.0016,0.0571,4.5947,4.9968,1,1,2,253.073893212,0.1333333333333333,19.0,242.16899999999995,108.75975745038764,0.5063842805388928,0.1740018060940398,0.1740018060940398,-0.5063842805388928,2.8648000000000007,253.25699999999995,1.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,51.58000000000001,0.6257906943011253
NC(=O)c1csc([N+](=O)[O-])c1,1.0,0.7552,13.226,2.8935,2,1,3,171.994262988,0.0,11.0,168.13299999999998,65.59109702386135,0.3655701841267666,0.3243701889207585,0.3243701889207585,-0.3655701841267666,0.7552000000000001,172.165,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,86.23,0.5272060016204055
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,1.0,5.2415,,,0,0,0,369.82109392,0.6,17.0,368.281,133.7498941206145,0.1667229278108792,0.1667229278108792,0.1180695538067458,-0.1180695538067458,5.241500000000001,373.321,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,3.0,0.0,0.4023556531567916
CC1(C)C=C(C(=O)O)C(C)(C)N1O,0.0031,-1.244,4.8988,4.7025,2,1,3,185.10519334,0.6666666666666666,13.0,170.10299999999998,77.42721553140606,0.4778293372562377,0.3327831848228556,0.3327831848228556,-0.4778293372562377,1.2594,185.223,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,60.77,0.6452566377929928
Cc1nc2ccccc2s1,1.0,2.6047,,1.9924,0,1,1,149.029920224,0.125,10.0,142.16199999999998,63.33802101698678,0.2415150447977291,0.0907267449406856,0.0907267449406856,-0.2415150447977291,2.6047200000000013,149.21799999999996,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.89,0.5607361162562636
Nc1nc2ccc([N+](=O)[O-])cc2s1,0.9834,1.7794,,5.6269,0,2,2,195.0102474,0.0,13.0,190.163,76.96594532210268,0.3750833192162228,0.270498332145869,0.270498332145869,-0.3750833192162228,1.7867,195.203,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,82.05,0.5550570073696386
Nc1nc2cc(Cl)c(Cl)cc2s1,0.9795,3.1763,,5.7198,0,2,2,217.947224488,0.0,12.0,215.064,82.91950205336623,0.37508333465712,0.1806386757392836,0.1806386757392836,-0.37508333465712,3.1853,219.096,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,38.91,0.7383881969774915
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1.0,3.5209,,,0,0,0,346.910810248,0.6,18.0,339.994,128.8768950319676,0.2731083526409951,0.2432094571415745,0.2432094571415745,-0.2731083526409951,3.520900000000002,349.0659999999999,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0,3.0,0.0,1.0,1.0,2.0,37.38,0.3386927483135366
O=C1NC(=O)C2CC=CCC12,0.9999,0.2252,11.585,,1,0,1,151.063328528,0.5,11.0,142.09299999999996,64.46548687305865,0.2959121983428094,0.2302959151699144,0.2302959151699144,-0.2959121983428094,0.2251999999999998,151.16499999999996,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,46.17,0.3975218173147103
CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1,0.9967,3.52,13.1017,4.9229,1,3,4,283.143310164,0.2,21.0,266.199,123.0859095624382,0.3775975449015041,0.2208082714703884,0.2208082714703884,-0.3775975449015041,3.5214000000000016,283.33500000000004,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,6.0,4.0,0.0,0.0,0.0,2.0,69.95,0.8726226221063642
COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,0.9898,3.5671,,5.4139,0,2,2,256.132411132,0.2142857142857142,19.0,240.181,112.12312839389666,0.4809823057886653,0.2125217879695851,0.2125217879695851,-0.4809823057886653,3.571600000000002,256.309,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,50.080000000000005,0.7855908901146412
CC(=O)OC1C2CC(C)(C)CC2=C(C=O)C2(C=O)CC12C,1.0,2.4587,,,0,0,0,290.151809184,0.7058823529411765,21.0,268.183,124.46933989504151,0.4612910119006086,0.3024419255640893,0.3024419255640893,-0.4612910119006086,2.4587000000000003,290.35900000000004,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,60.440000000000005,0.5915110587885608
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)C=CCC2,1.0,5.4516,,,0,0,0,299.09462865600005,0.1,23.0,286.225,131.8727315892109,0.2805187559465614,0.2805187559465614,0.2582811844901148,-0.2582811844901148,5.451600000000003,299.32900000000006,0.0,3.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,43.14,0.266245608034635
C1=Cc2c(cc3ccc4cccc5ccc2c3c45)CC1,1.0,5.5434,,,0,0,0,254.109550448,0.1,20.0,240.22,117.21975586671113,0.0835797868270472,-0.0020584587123405,0.0020584587123405,-0.0835797868270472,5.543400000000003,254.332,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3611449414812137
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1,1.0,4.5142,13.6924,,1,0,1,270.104465068,0.1,21.0,256.21899999999994,122.01398961890712,0.3886888813413671,0.076422532007091,0.076422532007091,-0.3886888813413671,4.514200000000002,270.3310000000001,1.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,20.23,0.4659068918555596
Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0,1.5094,4.983,9.7393,1,3,4,461.227868988,0.3214285714285714,34.0,432.3240000000002,198.0298220562084,0.4801920318295438,0.2945857847410292,0.2945857847410292,-0.4801920318295438,6.269300000000006,461.5560000000001,1.0,4.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,6.0,7.0,0.0,1.0,1.0,5.0,41.290000000000006,0.3527101831178523
c1ccc2c(c1)ccc1c3c(ccc12)CCC3,1.0,4.4817,,,0,0,0,218.109550448,0.1764705882352941,17.0,204.18699999999995,100.883727372628,0.0616289926958717,-0.0102443584887517,0.0102443584887517,-0.0616289926958717,4.481700000000003,218.29899999999992,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4878716637828488
C[C@@H]1CCc2c1ccc1c2ccc2ccccc21,1.0,5.0427,,,0,0,0,232.125200512,0.2222222222222222,18.0,216.19799999999995,107.2486694870246,0.0616289926958717,-0.0102440057664158,0.0102440057664158,-0.0616289926958717,5.042700000000004,232.326,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4760844529937002
CCCCCN1C2c3ccccc3-c3ccccc3C21,0.5102,4.663,,7.3822,0,1,1,263.167399672,0.3684210526315789,20.0,242.21599999999995,120.79126348948218,0.2854495758446769,0.0558214018299859,0.0558214018299859,-0.2854495758446769,4.955200000000004,263.384,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,3.01,0.5565699993186879
CCCCN1C2c3ccccc3-c3ccccc3C21,0.5082,4.2711,,7.3858,0,1,1,249.151749608,0.3333333333333333,19.0,230.205,114.42632137508556,0.2854497521329105,0.0558214002453326,0.0558214002453326,-0.2854497521329105,4.565100000000004,249.357,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,3.01,0.7202805119077819
CC(=O)c1ccc[nH]1,1.0,1.2173,13.1155,2.0415,1,1,2,109.052763844,0.1666666666666666,8.0,102.072,47.531969869348245,0.3588174410308027,0.1754222134332331,0.1754222134332331,-0.3588174410308027,1.2173,109.12799999999996,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,32.86,0.54013359719925
